 Q (1/Ang),Yb-Yb,Yb-Ti,Yb-Sn,Yb-O ,Ti-Ti,Ti-Sn,Ti-O ,Sn-Sn,Sn-O ,O-O  
   5.44000 ,     0.245457584490063E+01 ,     0.205984141224917E+01 ,     0.403065227919373E+01 ,    -0.301085615167819E+01 ,     0.660743252999187E+00 ,     0.292651811920343E+01 ,    -0.193449377420526E+01 ,     0.370102776966869E+01 ,    -0.386112302523223E+01 ,     0.913604942901629E+00 , 
   5.45000 ,     0.544822005632162E+01 ,     0.453241754110965E+01 ,     0.798949944796543E+01 ,    -0.444251382447491E+01 ,     0.194141522793237E+01 ,     0.505019422971969E+01 ,    -0.241620394476888E+01 ,     0.745125174721660E+01 ,    -0.498051732205601E+01 ,     0.169118965733867E+01 , 
   5.46000 ,     0.775713626663227E+01 ,     0.661778692216703E+01 ,     0.118568169152786E+02 ,    -0.569140392444489E+01 ,     0.297963367757045E+01 ,     0.627423537009387E+01 ,    -0.273645566483920E+01 ,     0.100942982748940E+02 ,    -0.582553283547406E+01 ,     0.223164884931245E+01 , 
   5.47000 ,     0.898674201901643E+01 ,     0.789697647734537E+01 ,     0.148601150184599E+02 ,    -0.656548142186200E+01 ,     0.358884001809899E+01 ,     0.643078953043546E+01 ,    -0.284780927712295E+01 ,     0.111975937422876E+02 ,    -0.629618956334756E+01 ,     0.246078097226241E+01 , 
   5.48000 ,     0.899578343045066E+01 ,     0.809883566704103E+01 ,     0.163667062337821E+02 ,    -0.692102919268646E+01 ,     0.368529075484887E+01 ,     0.558162684933454E+01 ,    -0.273174025379514E+01 ,     0.106773267722622E+02 ,    -0.634414872084790E+01 ,     0.236464363768527E+01 , 
   5.49000 ,     0.791085999106309E+01 ,     0.714999936305706E+01 ,     0.160046200701256E+02 ,    -0.668834534837297E+01 ,     0.329939933308662E+01 ,     0.399371150184854E+01 ,    -0.240299540769700E+01 ,     0.879743476801249E+01 ,    -0.598094666959989E+01 ,     0.199042261048848E+01 , 
   5.50000 ,     0.608277189270413E+01 ,     0.518548472792964E+01 ,     0.137317104564889E+02 ,    -0.588427009154792E+01 ,     0.256226404922476E+01 ,     0.207154786283468E+01 ,    -0.190831938605167E+01 ,     0.609373188957325E+01 ,    -0.527604681514734E+01 ,     0.143455860755708E+01 , 
   5.51000 ,     0.399594712921990E+01 ,     0.251884659223077E+01 ,     0.984008459700726E+01 ,    -0.460930222067771E+01 ,     0.167110876461021E+01 ,     0.262209600880630E+00 ,    -0.131943714962823E+01 ,     0.324175172047309E+01 ,    -0.434482329218371E+01 ,     0.820892448502392E+00 , 
   5.52000 ,     0.215231532557077E+01 ,    -0.421020918723620E+00 ,     0.489628645637035E+01 ,    -0.303007570229146E+01 ,     0.841871594310622E+00 ,    -0.104530233315189E+01 ,    -0.721310302077582E+00 ,     0.898967465859136E+00 ,    -0.332853934549218E+01 ,     0.273729093442913E+00 , 
   5.53000 ,     0.956189913572289E+00 ,    -0.317287626584598E+01 ,    -0.369371697891175E+00 ,    -0.135076131103316E+01 ,     0.259776889345363E+00 ,    -0.160391480226069E+01 ,    -0.197687860388641E+00 ,    -0.442869060367323E+00 ,    -0.236997966317601E+01 ,    -0.108242864310740E+00 , 
   5.54000 ,     0.625880304919948E+00 ,    -0.532886269382365E+01 ,    -0.520101649159013E+01 ,     0.221033027433614E+00 ,     0.388700224432133E-01 ,    -0.135733965942899E+01 ,     0.183382864646841E+00 ,    -0.562544637634647E+00 ,    -0.158929262909098E+01 ,    -0.271532381794485E+00 , 
   5.55000 ,     0.115113910186330E+01 ,    -0.660603985941057E+01 ,    -0.895477208790764E+01 ,     0.150744592089220E+01 ,     0.199194133639014E+00 ,    -0.444007277152991E+00 ,     0.381295727559231E+00 ,     0.451020393345679E+00 ,    -0.106458813021690E+01 ,    -0.216828646441632E+00 , 
   5.56000 ,     0.230472763150916E+01 ,    -0.689034197140749E+01 ,    -0.112085524876418E+02 ,     0.238665928891115E+01 ,     0.666104631589165E+00 ,     0.843461213762488E+00 ,     0.389539727245756E+00 ,     0.223153228847285E+01 ,    -0.820902335225934E+00 ,     0.427743435389936E-02 , 
   5.57000 ,     0.370387478640518E+01 ,    -0.624574466426983E+01 ,    -0.118236026253143E+02 ,     0.280792856166655E+01 ,     0.129112834662786E+01 ,     0.213268899310493E+01 ,     0.235892897783380E+00 ,     0.423096109085674E+01 ,    -0.829465567912776E+00 ,     0.303727573845819E+00 , 
   5.58000 ,     0.490609095498353E+01 ,    -0.488878566389035E+01 ,    -0.109479493479645E+02 ,     0.279332987040349E+01 ,     0.188894553998964E+01 ,     0.306184331275091E+01 ,    -0.239368938636399E-01 ,     0.585441716065671E+01 ,    -0.101713927362828E+01 ,     0.579012195642245E+00 , 
   5.59000 ,     0.551625933155149E+01 ,    -0.313557442919085E+01 ,    -0.896421993822001E+01 ,     0.242683075701780E+01 ,     0.228159052566961E+01 ,     0.336455316983299E+01 ,    -0.317981640882547E+00 ,     0.660213925838758E+01 ,    -0.128385852300814E+01 ,     0.737580917053449E+00 , 
   5.60000 ,     0.527984326752901E+01 ,    -0.133360437949419E+01 ,    -0.639558516310827E+01 ,     0.183363574692322E+01 ,     0.233959041003784E+01 ,     0.292995067229709E+01 ,    -0.572648985956208E+00 ,     0.618552499467787E+01 ,    -0.152435631581715E+01 ,     0.718056115304760E+00 , 
   5.61000 ,     0.414082348612578E+01 ,     0.206949513710045E+00 ,    -0.379152940664297E+01 ,     0.115437460993450E+01 ,     0.201075693605991E+01 ,     0.182456736242739E+01 ,    -0.727355991746772E+00 ,     0.459085577870060E+01 ,    -0.164968197710247E+01 ,     0.503535365614209E+00 , 
   5.62000 ,     0.225165304485608E+01 ,     0.126856658798188E+01 ,    -0.161817768486072E+01 ,     0.519315147191819E+00 ,     0.133043228528334E+01 ,     0.271998947211200E+00 ,    -0.746190943878153E+00 ,     0.207708780120950E+01 ,    -0.160421024243084E+01 ,     0.124202498181573E+00 , 
   5.63000 ,    -0.659975506362036E-01 ,     0.175811535749364E+01 ,    -0.175561909684104E+00 ,     0.273418144334666E-01 ,     0.411411742150021E+00 ,    -0.140379409945446E+01 ,    -0.624261629756861E+00 ,    -0.890244046701536E+00 ,    -0.137491427376381E+01 ,    -0.351007062867497E+00 , 
   5.64000 ,    -0.239935845648743E+01 ,     0.171033033531599E+01 ,     0.442794476273221E+00 ,    -0.266887380199531E+00 ,    -0.583520915414126E+00 ,    -0.285729298864899E+01 ,    -0.387515625964458E+00 ,    -0.375203003627068E+01 ,    -0.991395065200228E+00 ,    -0.831417810870591E+00 , 
   5.65000 ,    -0.434224321398705E+01 ,     0.126459938836301E+01 ,     0.342550957593118E+00 ,    -0.356075656610837E+00 ,    -0.147959591211786E+01 ,    -0.380319105381790E+01 ,    -0.862004208309702E-01 ,    -0.598781416671353E+01 ,    -0.517136089635202E+00 ,    -0.122609735587058E+01 , 
   5.66000 ,    -0.558873569649711E+01 ,     0.622144913884372E+00 ,    -0.221313143388584E+00 ,    -0.274198147472785E+00 ,    -0.212951740665626E+01 ,    -0.408169442239545E+01 ,     0.216532626691741E+00 ,    -0.723554646288391E+01 ,    -0.342530560128864E-01 ,    -0.146469414485950E+01 , 
   5.67000 ,    -0.600069319227077E+01 ,    -0.565413942979030E-02 ,    -0.922747385559098E+00 ,    -0.834046135000504E-01 ,    -0.244522731908807E+01 ,    -0.369222073885237E+01 ,     0.458377628785763E+00 ,    -0.737068655158823E+01 ,     0.374747485195494E+00 ,    -0.151281502952957E+01 , 
   5.68000 ,    -0.563349077577112E+01 ,    -0.445924448921081E+00 ,    -0.145173231680169E+01 ,     0.142741609398866E+00 ,    -0.241487010318632E+01 ,    -0.278817249901374E+01 ,     0.591027502341484E+00 ,    -0.652663520820709E+01 ,     0.644246804155668E+00 ,    -0.137854705218528E+01 , 
   5.69000 ,    -0.471465931044001E+01 ,    -0.599579678282109E+00 ,    -0.158992278940151E+01 ,     0.335989685152678E+00 ,    -0.210150346040898E+01 ,    -0.163487813886789E+01 ,     0.589978479775648E+00 ,    -0.505276070011897E+01 ,     0.738299492212929E+00 ,    -0.110890484754042E+01 , 
   5.70000 ,    -0.358144324177929E+01 ,    -0.456527720326186E+00 ,    -0.125831316211492E+01 ,     0.446808687094338E+00 ,    -0.162445884042210E+01 ,    -0.541562417760288E+00 ,     0.459018710411391E+00 ,    -0.342128191276456E+01 ,     0.656548457919720E+00 ,    -0.777389720099351E+00 , 
   5.71000 ,    -0.259310675524655E+01 ,    -0.890201736488880E-01 ,    -0.527724153849804E+00 ,     0.452216553063992E+00 ,    -0.112829210199095E+01 ,     0.215747201129707E+00 ,     0.228624607371207E+00 ,    -0.210639790644928E+01 ,     0.432484768670242E+00 ,    -0.465905030345527E+00 , 
   5.72000 ,    -0.203972471159100E+01 ,     0.373640776195305E+00 ,     0.408041867429559E+00 ,     0.357134419900317E+00 ,    -0.747042725207349E+00 ,     0.461553740766919E+00 ,    -0.511867103006329E-01 ,    -0.146545178912631E+01 ,     0.124926543374719E+00 ,    -0.245504881232100E+00 , 
   5.73000 ,    -0.206982822245286E+01 ,     0.781845904116439E+00 ,     0.128787719342481E+01 ,     0.189762847944722E+00 ,    -0.572417073052851E+00 ,     0.162255737310003E+00 ,    -0.321836661745516E+00 ,    -0.165110818612985E+01 ,    -0.195051490973582E+00 ,    -0.160585475647409E+00 , 
   5.74000 ,    -0.265451938950197E+01 ,     0.100455543973204E+01 ,     0.185307364042911E+01 ,    -0.738513002742143E-02 ,    -0.633358314492192E+00 ,    -0.568189469870414E+00 ,    -0.528531839019289E+00 ,    -0.257575711076760E+01 ,    -0.458727856484093E+00 ,    -0.220155393402276E+00 , 
   5.75000 ,    -0.359669682750332E+01 ,     0.961094940714839E+00 ,     0.191365273375311E+01 ,    -0.188475081325423E+00 ,    -0.891577900649913E+00 ,    -0.149929556455989E+01 ,    -0.631324579828871E+00 ,    -0.393653837728507E+01 ,    -0.612803038939261E+00 ,    -0.398001891556041E+00 , 
   5.76000 ,    -0.458301483884789E+01 ,     0.638851343407247E+00 ,     0.139548060274420E+01 ,    -0.314902192462570E+00 ,    -0.125371724798881E+01 ,    -0.234386629588020E+01 ,    -0.612627513217235E+00 ,    -0.529460948296047E+01 ,    -0.628442146498259E+00 ,    -0.641362830357939E+00 , 
   5.77000 ,    -0.526578510365596E+01 ,     0.935329400212341E-01 ,     0.357540899171772E+00 ,    -0.363297339158271E+00 ,    -0.159682533177921E+01 ,    -0.283178332658844E+01 ,    -0.479786355411039E+00 ,    -0.618910547976230E+01 ,    -0.504877873800768E+00 ,    -0.885660264062792E+00 , 
   5.78000 ,    -0.535471669957248E+01 ,    -0.567082094913479E+00 ,    -0.102373380195617E+01 ,    -0.329614941420547E+00 ,    -0.180072005198013E+01 ,    -0.277964518541534E+01 ,    -0.262437141269365E+00 ,    -0.625781324595859E+01 ,    -0.267422572935923E+00 ,    -0.107144666781401E+01 , 
   5.79000 ,    -0.469592588143868E+01 ,    -0.121114732639726E+01 ,    -0.249816554167240E+01 ,    -0.228843563420687E+00 ,    -0.177926887829926E+01 ,    -0.213922357502578E+01 ,    -0.549235634132697E-02 ,    -0.533490930545287E+01 ,     0.391115894721268E-01 ,    -0.115928603742948E+01 , 
   5.80000 ,    -0.331861668359140E+01 ,    -0.171518990794142E+01 ,    -0.380207203538872E+01 ,    -0.907762522452048E-01 ,    -0.150301085493124E+01 ,    -0.101287760514130E+01 ,     0.240532114633549E+00 ,    -0.350157470906998E+01 ,     0.359795126071237E+00 ,    -0.113892387504572E+01 , 
   5.81000 ,    -0.143752413204389E+01 ,    -0.199295748425121E+01 ,    -0.471988662927185E+01 ,     0.470139224098384E-01 ,    -0.100772250145993E+01 ,     0.367934694273456E+00 ,     0.429697333607138E+00 ,    -0.107658219397924E+01 ,     0.639682623866089E+00 ,    -0.103061614393240E+01 , 
   5.82000 ,     0.590214150797072E+00 ,    -0.201383018768508E+01 ,    -0.513205891800687E+01 ,     0.147435242215768E+00 ,    -0.386958541089073E+00 ,     0.169601617798534E+01 ,     0.529233337308691E+00 ,     0.145165460517312E+01 ,     0.832750854808072E+00 ,    -0.878497900993111E+00 , 
   5.83000 ,     0.234415724692963E+01 ,    -0.180672534305494E+01 ,    -0.503782085829432E+01 ,     0.181736956673776E+00 ,     0.229556105081241E+00 ,     0.266097568182304E+01 ,     0.524950686745302E+00 ,     0.353601234361213E+01 ,     0.908366150391733E+00 ,    -0.737872595981843E+00 , 
   5.84000 ,     0.343733974272949E+01 ,    -0.144906312805322E+01 ,    -0.454776042889432E+01 ,     0.135547362123176E+00 ,     0.706458998529683E+00 ,     0.302367570450213E+01 ,     0.422681723767999E+00 ,     0.469862444514637E+01 ,     0.854719219661550E+00 ,    -0.659798223974278E+00 , 
   5.85000 ,     0.360806058178333E+01 ,    -0.104399543076285E+01 ,    -0.384861554283153E+01 ,     0.121080733925734E-01 ,     0.934915914298038E+00 ,     0.267484003267404E+01 ,     0.245856944062946E+00 ,     0.464570015564513E+01 ,     0.679362198303420E+00 ,    -0.676973446011340E+00 , 
   5.86000 ,     0.278498898872290E+01 ,    -0.691874274745487E+00 ,    -0.314948762656713E+01 ,    -0.167726832492643E+00 ,     0.858807929658844E+00 ,     0.166384130654676E+01 ,     0.300993136456440E-01 ,     0.334192779103161E+01 ,     0.407454980334383E+00 ,    -0.794541617937059E+00 , 
   5.87000 ,     0.110999626219796E+01 ,    -0.463218892073438E+00 ,    -0.262316735247886E+01 ,    -0.368598525089937E+00 ,     0.488803774057276E+00 ,     0.190754102246633E+00 ,    -0.183785356404945E+00 ,     0.102656179219080E+01 ,     0.784907686217647E-01 ,    -0.988141916685792E+00 , 
   5.88000 ,    -0.108709269677247E+01 ,    -0.379961621094115E+00 ,    -0.235741666420041E+01 ,    -0.546247353708266E+00 ,    -0.989224304947183E-01 ,    -0.143657031757149E+01 ,    -0.356912286442703E+00 ,    -0.183311114476080E+01 ,    -0.257853340997628E+00 ,    -0.120967591967440E+01 , 
   5.89000 ,    -0.335647503993658E+01 ,    -0.409657362105051E+00 ,    -0.232861368856776E+01 ,    -0.654654583169121E+00 ,    -0.778953493653664E+00 ,    -0.287044153478998E+01 ,    -0.458223782028346E+00 ,    -0.464062727011886E+01 ,    -0.546391546332870E+00 ,    -0.139929547304292E+01 , 
   5.90000 ,    -0.522381273134973E+01 ,    -0.474147591082136E+00 ,    -0.240474125617195E+01 ,    -0.653578054717380E+00 ,    -0.140402309573998E+01 ,    -0.380050347210277E+01 ,    -0.468373421614507E+00 ,    -0.679905391465872E+01 ,    -0.731585942531707E+00 ,    -0.150054514707929E+01 , 
   5.91000 ,    -0.629154859847961E+01 ,    -0.470642906333811E+00 ,    -0.237758552336212E+01 ,    -0.515318229704289E+00 ,    -0.183716970801897E+01 ,    -0.402230947876885E+01 ,    -0.381332404195680E+00 ,    -0.784020113852048E+01 ,    -0.763295811176183E+00 ,    -0.147480096257180E+01 , 
   5.92000 ,    -0.632321008407903E+01 ,    -0.300159177154147E+00 ,    -0.201689708362689E+01 ,    -0.229683968928826E+00 ,    -0.198127865090897E+01 ,    -0.348160935331956E+01 ,    -0.203972103096901E+00 ,    -0.752498274085065E+01 ,    -0.603140636577275E+00 ,    -0.131133031039650E+01 , 
   5.93000 ,    -0.529183951519657E+01 ,     0.103582842257781E+00 ,    -0.113383234219545E+01 ,     0.193610504248292E+00 ,    -0.179936769848028E+01 ,    -0.228445698735622E+01 ,     0.457940049412538E-01 ,    -0.589240094240584E+01 ,    -0.231161236877701E+00 ,    -0.103040602167276E+01 , 
   5.94000 ,    -0.338205289670184E+01 ,     0.751886620176811E+00 ,     0.361483399367852E+00 ,     0.725524870432728E+00 ,    -0.132122238115714E+01 ,    -0.671291571118388E+00 ,     0.341634667644274E+00 ,    -0.324663781258307E+01 ,     0.348018629908439E+00 ,    -0.678659981163173E+00 , 
   5.95000 ,    -0.945941747913188E+00 ,     0.159106792661836E+01 ,     0.242236411784972E+01 ,     0.132123242811035E+01 ,    -0.635205207511096E+00 ,     0.103848674172611E+01 ,     0.651644525185744E+00 ,    -0.860662644851415E-01 ,     0.110077915078670E+01 ,    -0.317818381005373E+00 , 
   5.96000 ,     0.157642971879165E+01 ,     0.250754882963563E+01 ,     0.485767006564367E+01 ,     0.192616474039833E+01 ,     0.132521941458254E+00 ,     0.251820836625946E+01 ,     0.941122384537858E+00 ,     0.300873504870372E+01 ,     0.196331045346796E+01 ,    -0.963169431779827E-02 , 
   5.97000 ,     0.375327501371067E+01 ,     0.334744334456137E+01 ,     0.735668173949251E+01 ,     0.248370413054929E+01 ,     0.846310038947550E+00 ,     0.350514452805913E+01 ,     0.117527746167387E+01 ,     0.550176043991709E+01 ,     0.284494181176602E+01 ,     0.199220289209594E+00 , 
   5.98000 ,     0.525196732401647E+01 ,     0.394667568853308E+01 ,     0.954238697431525E+01 ,     0.294336439502208E+01 ,     0.139024614198166E+01 ,     0.385496005826452E+01 ,     0.132203610095254E+01 ,     0.701406368649001E+01 ,     0.363668193514624E+01 ,     0.288446801579543E+00 , 
   5.99000 ,     0.590416933620537E+01 ,     0.416520651821121E+01 ,     0.110423425134770E+02 ,     0.326815559359738E+01 ,     0.169166751053873E+01 ,     0.356740761912062E+01 ,     0.135512743452491E+01 ,     0.739680401059773E+01 ,     0.422466037923313E+01 ,     0.268817758187126E+00 , 
   6.00000 ,     0.573126485522387E+01 ,     0.391791435666498E+01 ,     0.115621993712479E+02 ,     0.343988717491717E+01 ,     0.173388114731071E+01 ,     0.277826184579426E+01 ,     0.125744942141667E+01 ,     0.674943011828413E+01 ,     0.450697600047726E+01 ,     0.178972508066888E+00 , 
   6.01000 ,     0.492570030100284E+01 ,     0.319531765451882E+01 ,     0.109462366418652E+02 ,     0.346144189714354E+01 ,     0.155566766496172E+01 ,     0.172050966516588E+01 ,     0.102441551299784E+01 ,     0.538071222735264E+01 ,     0.441137120636879E+01 ,     0.751151902834445E-01 , 
   6.02000 ,     0.379421344441729E+01 ,     0.206947885111962E+01 ,     0.921198086449211E+01 ,     0.335552873444792E+01 ,     0.123828689722402E+01 ,     0.664930524222193E+00 ,     0.666667267914265E+00 ,     0.372371249398430E+01 ,     0.391046342103487E+01 ,     0.161352909880652E-01 , 
   6.03000 ,     0.267765188566542E+01 ,     0.683616444691431E+00 ,     0.655155689083179E+01 ,     0.316003058231679E+01 ,     0.883566516861656E+00 ,    -0.145252236749676E+00 ,     0.211338237628426E+00 ,     0.222624806439112E+01 ,     0.303121980429571E+01 ,     0.478585455111713E-01 , 
   6.04000 ,     0.186713392249234E+01 ,    -0.772550757759309E+00 ,     0.329954652069517E+01 ,     0.292069897394744E+01 ,     0.588581194147377E+00 ,    -0.550016391460187E+00 ,    -0.298924279024772E+00 ,     0.124352553935359E+01 ,     0.185606732725826E+01 ,     0.190384711964783E+00 , 
   6.05000 ,     0.153655459742888E+01 ,    -0.209666912232108E+01 ,    -0.125786366314332E+00 ,     0.268248922254501E+01 ,     0.422995806147888E+00 ,    -0.505643037845677E+00 ,    -0.809682398372803E+00 ,     0.958298832528469E+00 ,     0.514421420943179E+00 ,     0.431738173373688E+00 , 
   6.06000 ,     0.170692641621329E+01 ,    -0.310986226099424E+01 ,    -0.329558261858476E+01 ,     0.248115551334897E+01 ,     0.414262890692354E+00 ,    -0.882242450907193E-01 ,    -0.126114965318636E+01 ,     0.134656978324496E+01 ,    -0.834750909442709E+00 ,     0.729520813721409E+00 , 
   6.07000 ,     0.224994078611223E+01 ,    -0.368775406282846E+01 ,    -0.584279861331136E+01 ,     0.233674873891185E+01 ,     0.543788628108852E+00 ,     0.532147959767809E+00 ,    -0.159666783422427E+01 ,     0.219538700718870E+01 ,    -0.202681971942657E+01 ,     0.102029001386839E+01 , 
   6.08000 ,     0.292845610156236E+01 ,    -0.378028310969265E+01 ,    -0.751960455490969E+01 ,     0.225034907558431E+01 ,     0.754445073066354E+00 ,     0.113916348241783E+01 ,    -0.177191118406165E+01 ,     0.316653725332304E+01 ,    -0.291778344042134E+01 ,     0.123447135825437E+01 , 
   6.09000 ,     0.346272085309049E+01 ,    -0.341669484442418E+01 ,    -0.822916391859017E+01 ,     0.220475960884025E+01 ,     0.967082211878631E+00 ,     0.152758327803496E+01 ,    -0.176309800998394E+01 ,     0.388896404230901E+01 ,    -0.340812017655808E+01 ,     0.131322784916571E+01 , 
   6.10000 ,     0.360515856704593E+01 ,    -0.269531367223226E+01 ,    -0.802706881316475E+01 ,     0.216909482660351E+01 ,     0.110163156703719E+01 ,     0.155560833868701E+01 ,    -0.157243003021028E+01 ,     0.405620519562947E+01 ,    -0.345953950992250E+01 ,     0.122318960610802E+01 , 
   6.11000 ,     0.320487260843863E+01 ,    -0.176089727323311E+01 ,    -0.709435096782430E+01 ,     0.210637732021869E+01 ,     0.109746564791792E+01 ,     0.117950120111780E+01 ,    -0.122933716857979E+01 ,     0.350452012251194E+01 ,    -0.310116090132019E+01 ,     0.965432002745305E+00 , 
   6.12000 ,     0.224600538193638E+01 ,    -0.774855028887355E+00 ,    -0.568988026525106E+01 ,     0.198258489944641E+01 ,     0.928070813371947E+00 ,     0.462336374178737E+00 ,    -0.786842796702737E+00 ,     0.225272748932513E+01 ,    -0.242362959282091E+01 ,     0.576462117320582E+00 , 
   6.13000 ,     0.850908840916746E+00 ,     0.115153625094804E+00 ,    -0.409380886439665E+01 ,     0.177522488316865E+01 ,     0.606668475947384E+00 ,    -0.444642842765403E+00 ,    -0.313343355236583E+00 ,     0.494690733299433E+00 ,    -0.156206853386089E+01 ,     0.120901023478991E+00 , 
   6.14000 ,    -0.751973400283730E+00 ,     0.799967774734260E+00 ,    -0.255474099121011E+01 ,     0.147955012140333E+01 ,     0.181762943273324E+00 ,    -0.134273420088880E+01 ,     0.118894982547872E+00 ,    -0.145262461356476E+01 ,    -0.671048515851110E+00 ,    -0.322436858678458E+00 , 
   6.15000 ,    -0.228676979589902E+01 ,     0.122335762365832E+01 ,    -0.125140887044939E+01 ,     0.111098441300137E+01 ,    -0.275888123861754E+00 ,    -0.203781256906866E+01 ,     0.446418614507612E+00 ,    -0.323151425792267E+01 ,     0.103565687468092E+00 ,    -0.677758794582282E+00 , 
   6.16000 ,    -0.350008149510077E+01 ,     0.138404029423332E+01 ,    -0.275398739806783E+00 ,     0.703111772953512E+00 ,    -0.691310879673156E+00 ,    -0.239028395229363E+01 ,     0.625954627952643E+00 ,    -0.453485065835312E+01 ,     0.650352536058772E+00 ,    -0.888688197929381E+00 , 
   6.17000 ,    -0.422411913000337E+01 ,     0.132607247176953E+01 ,     0.363993956790747E+00 ,     0.301542604773210E+00 ,    -0.100365525264587E+01 ,    -0.235024780521354E+01 ,     0.642113921772593E+00 ,    -0.518285039629260E+01 ,     0.910596261652025E+00 ,    -0.929918079337093E+00 , 
   6.18000 ,    -0.441689563357248E+01 ,     0.112096479858420E+01 ,     0.717039608395030E+00 ,    -0.451085534300185E-01 ,    -0.118019105444918E+01 ,    -0.196901207430492E+01 ,     0.509751843286817E+00 ,    -0.516565049335810E+01 ,     0.885579631871356E+00 ,    -0.811354379872208E+00 , 
   6.19000 ,    -0.416915566257164E+01 ,     0.846497099257182E+00 ,     0.861179774933029E+00 ,    -0.295223896682229E+00 ,    -0.122252316796078E+01 ,    -0.138413294662690E+01 ,     0.270386403879422E+00 ,    -0.464080852456307E+01 ,     0.631725623325285E+00 ,    -0.573810289065047E+00 , 
   6.20000 ,    -0.367616178901980E+01 ,     0.567589154189821E+00 ,     0.868818600721230E+00 ,    -0.422984753978975E+00 ,    -0.116362785962574E+01 ,    -0.781846748253938E+00 ,    -0.166725308030484E-01 ,    -0.388631173393979E+01 ,     0.244968227452194E+00 ,    -0.277377035277608E+00 , 
   6.21000 ,    -0.318138644477271E+01 ,     0.323663820858590E+00 ,     0.784226423839713E+00 ,    -0.424012726968237E+00 ,    -0.105666294553658E+01 ,    -0.346467960490129E+00 ,    -0.286680207192534E+00 ,    -0.322101692064449E+01 ,    -0.162022081356332E+00 ,     0.146081566155370E-01 , 
   6.22000 ,    -0.290636989488727E+01 ,     0.124999941496547E+00 ,     0.615309661478729E+00 ,    -0.316547957585115E+00 ,    -0.958582170790854E+00 ,    -0.209642047879610E+00 ,    -0.482717478827593E+00 ,    -0.291283812067472E+01 ,    -0.484699872355211E+00 ,     0.251989801251106E+00 , 
   6.23000 ,    -0.298471208649602E+01 ,    -0.418807218250205E-01 ,     0.341473302103435E+00 ,    -0.137832234396909E+00 ,    -0.912880567942686E+00 ,    -0.412455736203650E+00 ,    -0.567050338715284E+00 ,    -0.309836935997869E+01 ,    -0.648228622833136E+00 ,     0.410501369894157E+00 , 
   6.24000 ,    -0.341743840534021E+01 ,    -0.202098275995707E+00 ,    -0.658802880762369E-01 ,     0.635717753857121E-01 ,    -0.936002997221147E+00 ,    -0.890298140285719E+00 ,    -0.528183422452250E+00 ,    -0.373512157899670E+01 ,    -0.621301056488334E+00 ,     0.497535881901384E+00 , 
   6.25000 ,    -0.406196484439516E+01 ,    -0.377547247490961E+00 ,    -0.617296965209136E+00 ,     0.237877254870468E+00 ,    -0.101102310117248E+01 ,    -0.148479816720082E+01 ,    -0.382143378182939E+00 ,    -0.459974933390275E+01 ,    -0.419563098129782E+00 ,     0.549459605882004E+00 , 
   6.26000 ,    -0.465877984443468E+01 ,    -0.573845612514510E+00 ,    -0.128238271833536E+01 ,     0.344381156775726E+00 ,    -0.109038083131980E+01 ,    -0.198049775500860E+01 ,    -0.167803204079354E+00 ,    -0.533442113674995E+01 ,    -0.984041522141666E-01 ,     0.621032479028026E+00 , 
   6.27000 ,    -0.489070723919938E+01 ,    -0.773058234238765E+00 ,    -0.197805049605236E+01 ,     0.359715291016624E+00 ,    -0.110720445172281E+01 ,    -0.215778062741485E+01 ,     0.626202166733872E-01 ,    -0.553156286425945E+01 ,     0.262737440460279E+00 ,     0.769466891168660E+00 , 
   6.28000 ,    -0.446145256525778E+01 ,    -0.934511530569564E+00 ,    -0.257292266001143E+01 ,     0.282224575573840E+00 ,    -0.992591265274143E+00 ,    -0.184945481667464E+01 ,     0.255698646588901E+00 ,    -0.483747341728095E+01 ,     0.580571893965268E+00 ,     0.103703014363603E+01 , 
   6.29000 ,    -0.317504666198036E+01 ,    -0.100377158667071E+01 ,    -0.290852462865608E+01 ,     0.131525838235033E+00 ,    -0.694702133508665E+00 ,    -0.987285520433141E+00 ,     0.368795989800970E+00 ,    -0.305015434037510E+01 ,     0.787805700580179E+00 ,     0.143653749698640E+01 , 
   6.30000 ,    -0.997040389549846E+00 ,    -0.927583946211270E+00 ,    -0.283320727561162E+01 ,    -0.566092886440992E-01 ,    -0.195003207615078E+00 ,     0.373035634946755E+00 ,     0.379253347746443E+00 ,    -0.187397368754019E+00 ,     0.848058331367260E+00 ,     0.194347714716438E+01 , 
   6.31000 ,     0.191790309668197E+01 ,    -0.670850005895032E+00 ,    -0.224093631065844E+01 ,    -0.238843557368968E+00 ,     0.482413131238838E+00 ,     0.205503773986028E+01 ,     0.288750689278865E+00 ,     0.349237851294412E+01 ,     0.762591770594226E+00 ,     0.249699141490052E+01 , 
   6.32000 ,     0.523988631294156E+01 ,    -0.230985901424961E+00 ,    -0.110518393885886E+01 ,    -0.374347459408169E+00 ,     0.127092316680655E+01 ,     0.379273558014699E+01 ,     0.121978192680694E+00 ,     0.752334437578429E+01 ,     0.567641931936194E+00 ,     0.300986448064260E+01 , 
   6.33000 ,     0.851755326701616E+01 ,     0.354526825453151E+00 ,     0.501312973135509E+00 ,    -0.434044640885404E+00 ,     0.207120651088458E+01 ,     0.528342837992579E+01 ,    -0.799256054996210E-01 ,     0.113138817577735E+02 ,     0.323409402810775E+00 ,     0.338552526914182E+01 , 
